year_month,month_of_release,direction,citizenship,visa,country_of_residence,mean_estimate,standard_error,status
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Russia,41,5,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Samoa,147,8,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,"Samoa, American",2,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Saudi Arabia,96,6,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Serbia,2,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Seychelles,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Singapore,94,6,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Slovakia,3,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Slovenia,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Solomon Islands,3,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,South Africa,596,16,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Spain,19,3,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Sri Lanka,126,4,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,St Kitts and Nevis,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,St Lucia,1,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Sudan,2,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,"Swaziland (to Sep 2018), Eswatini (from Oct 2018)",3,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Sweden,22,4,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Switzerland,34,4,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Syria,2,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Taiwan,96,7,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Tajikistan,2,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Tanzania,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Thailand,126,8,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Timor-Leste,4,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Tokelau,1,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Tonga,73,6,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,TOTAL,10370,153,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Trinidad and Tobago,1,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Turkey,7,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Tuvalu,8,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Uganda,4,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Ukraine,7,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,United Arab Emirates,79,5,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,United Kingdom,299,15,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,United States of America,238,13,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Uruguay,12,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Uzbekistan,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Vanuatu,7,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Viet Nam,117,7,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Yemen,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Zambia,6,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Zimbabwe,8,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Afghanistan,5,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Algeria,1,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Argentina,15,3,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Australia,29,4,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Austria,7,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Bahamas,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Bahrain,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Bangladesh,10,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Belarus,2,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Belgium,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Belize,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Bermuda,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Bolivia,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Brazil,35,4,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Brunei Darussalam,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Cambodia,8,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Canada,24,3,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Chile,20,3,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,"China, People's Republic of",416,24,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Colombia,3,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Cook Islands,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Costa Rica,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Croatia,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Cuba,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,"Czech Republic (to Sep 2018), Czechia (from Oct 2018)",0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Denmark,2,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Ecuador,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Egypt,1,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Eritrea,2,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Estonia,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Ethiopia,3,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Fiji,76,7,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Finland,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Former Yugoslav Republic of Macedonia (FYROM),0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,France,13,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,French Polynesia,3,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Germany,33,4,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Hong Kong (Special Administrative Region),21,3,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Hungary,1,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,India,382,13,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Indonesia,14,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Iran,3,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Iraq,1,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Ireland,4,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Israel,5,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Italy,3,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Jamaica,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Japan,22,4,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Jordan,2,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Kazakhstan,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Kenya,2,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Kiribati,5,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,"Korea, Republic of",81,7,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Kuwait,3,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Libya,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Lithuania,0,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Macau (Special Administrative Region),1,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Malaysia,33,4,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Mali,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Marshall Islands,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Mauritius,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Mexico,4,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Moldova,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Monaco,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Mongolia,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Myanmar,0,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Nauru,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Nepal,19,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Netherlands,3,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,New Caledonia,4,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,New Zealand,5,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Niue,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Norway,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Not Stated,98,6,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Oman,1,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Pakistan,10,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Panama,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Papua New Guinea,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Peru,2,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Philippines,116,7,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Poland,3,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Portugal,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Qatar,2,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Reunion,1,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Romania,3,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Russia,8,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Samoa,55,6,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,"Samoa, American",2,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Saudi Arabia,25,3,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Seychelles,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Singapore,23,3,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Slovakia,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Slovenia,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Solomon Islands,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,South Africa,162,7,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Spain,9,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Sri Lanka,26,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Sudan,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Sweden,2,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Switzerland,8,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Taiwan,17,3,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Tajikistan,2,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Tanzania,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Thailand,23,3,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Tokelau,1,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Tonga,44,5,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,TOTAL,2173,62,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Turkey,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Tuvalu,0,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Uganda,1,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Ukraine,3,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,United Arab Emirates,15,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,United Kingdom,61,6,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,United States of America,67,6,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Uruguay,2,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Vanuatu,3,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Viet Nam,31,3,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Yemen,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Zambia,5,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Visitor,Zimbabwe,2,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Algeria,1,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Argentina,25,4,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Australia,79,6,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Austria,2,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Bahrain,2,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Bangladesh,2,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Belarus,2,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Belgium,4,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Bermuda,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Bhutan,1,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Bolivia,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Brazil,9,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Brunei Darussalam,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Cambodia,1,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Canada,43,5,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Chile,12,3,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,"China, People's Republic of",215,9,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Colombia,3,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,"Congo, the Democratic Republic of the",1,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Cook Islands,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Croatia,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,"Czech Republic (to Sep 2018), Czechia (from Oct 2018)",5,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Denmark,9,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Dominican Republic,1,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Egypt,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Estonia,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Fiji,32,4,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Finland,3,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Former Yugoslav Republic of Macedonia (FYROM),1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,France,45,6,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,French Polynesia,1,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Gaza Strip/Palestine/West Bank,1,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Germany,71,8,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Ghana,1,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Greece,1,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Guatemala,1,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Hong Kong (Special Administrative Region),17,3,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Hungary,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Iceland,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,India,118,6,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Indonesia,9,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Iran,4,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Ireland,32,5,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Israel,3,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Italy,10,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Japan,52,5,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Jordan,3,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Kazakhstan,1,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Kiribati,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,"Korea, Republic of",51,6,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Kuwait,2,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Latvia,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Lithuania,0,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Luxembourg,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Macau (Special Administrative Region),1,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Malaysia,13,3,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Maldives,1,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Mexico,5,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,"Micronesia, Federated States of",1,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Morocco,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Mozambique,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Myanmar,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Nauru,1,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Nepal,2,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Netherlands,14,3,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,New Caledonia,4,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,New Zealand,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Nigeria,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Norway,0,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Not Stated,414,16,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Pakistan,4,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Papua New Guinea,3,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Peru,2,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Philippines,204,8,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Poland,2,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Portugal,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Qatar,20,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Romania,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Russia,7,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Samoa,3,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Saudi Arabia,47,3,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Serbia,2,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Singapore,33,3,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Slovakia,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Solomon Islands,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,South Africa,265,11,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Spain,4,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Sri Lanka,26,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Sudan,1,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,"Swaziland (to Sep 2018), Eswatini (from Oct 2018)",1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Sweden,5,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Switzerland,5,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Taiwan,51,4,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Tanzania,1,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Thailand,27,3,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Tonga,7,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,TOTAL,2357,49,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Turkey,4,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Uganda,2,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Ukraine,2,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,United Arab Emirates,24,3,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,United Kingdom,156,11,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,United States of America,85,7,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Uruguay,7,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Vanuatu,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Viet Nam,12,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,Work,Zimbabwe,3,1,Provisional
2018-08,2018-11,Arrivals,non-NZ,NZ and Australian citizens,Argentina,1,1,Provisional
2018-08,2018-11,Arrivals,non-NZ,NZ and Australian citizens,Australia,357,31,Provisional
2018-08,2018-11,Arrivals,non-NZ,NZ and Australian citizens,Brunei Darussalam,0,0,Provisional
2018-08,2018-11,Arrivals,non-NZ,NZ and Australian citizens,Cambodia,1,1,Provisional
2018-08,2018-11,Arrivals,non-NZ,NZ and Australian citizens,Canada,2,1,Provisional
2018-08,2018-11,Arrivals,non-NZ,NZ and Australian citizens,"China, People's Republic of",4,2,Provisional
2018-08,2018-11,Arrivals,non-NZ,NZ and Australian citizens,Cook Islands,0,0,Provisional
2018-08,2018-11,Arrivals,non-NZ,NZ and Australian citizens,Cyprus,0,0,Provisional
2018-08,2018-11,Arrivals,non-NZ,NZ and Australian citizens,Denmark,0,0,Provisional
2018-08,2018-11,Arrivals,non-NZ,NZ and Australian citizens,Fiji,1,1,Provisional
2018-08,2018-11,Arrivals,non-NZ,NZ and Australian citizens,France,0,0,Provisional
2018-08,2018-11,Arrivals,non-NZ,NZ and Australian citizens,Germany,0,1,Provisional
2018-08,2018-11,Arrivals,non-NZ,NZ and Australian citizens,Hong Kong (Special Administrative Region),1,1,Provisional
2018-08,2018-11,Arrivals,non-NZ,NZ and Australian citizens,India,0,0,Provisional
2018-08,2018-11,Arrivals,non-NZ,NZ and Australian citizens,Indonesia,0,0,Provisional
2018-08,2018-11,Arrivals,non-NZ,NZ and Australian citizens,Ireland,0,0,Provisional
2018-08,2018-11,Arrivals,non-NZ,NZ and Australian citizens,Japan,0,0,Provisional
2018-08,2018-11,Arrivals,non-NZ,NZ and Australian citizens,"Korea, Republic of",0,0,Provisional
2018-08,2018-11,Arrivals,non-NZ,NZ and Australian citizens,Lebanon,0,0,Provisional
2018-08,2018-11,Arrivals,non-NZ,NZ and Australian citizens,Macau (Special Administrative Region),0,0,Provisional
2018-08,2018-11,Arrivals,non-NZ,NZ and Australian citizens,Mexico,1,1,Provisional
2018-08,2018-11,Arrivals,non-NZ,NZ and Australian citizens,Netherlands,1,1,Provisional
2018-08,2018-11,Arrivals,non-NZ,NZ and Australian citizens,New Caledonia,1,1,Provisional
2018-08,2018-11,Arrivals,non-NZ,NZ and Australian citizens,New Zealand,0,0,Provisional
2018-08,2018-11,Arrivals,non-NZ,NZ and Australian citizens,Norfolk Island,0,0,Provisional
2018-08,2018-11,Arrivals,non-NZ,NZ and Australian citizens,Northern Mariana Islands,0,0,Provisional
2018-08,2018-11,Arrivals,non-NZ,NZ and Australian citizens,Norway,0,0,Provisional
2018-08,2018-11,Arrivals,non-NZ,NZ and Australian citizens,Not Stated,111,13,Provisional
2018-08,2018-11,Arrivals,non-NZ,NZ and Australian citizens,Oman,0,0,Provisional
2018-08,2018-11,Arrivals,non-NZ,NZ and Australian citizens,Philippines,0,0,Provisional
2018-08,2018-11,Arrivals,non-NZ,NZ and Australian citizens,Qatar,1,1,Provisional
2018-08,2018-11,Arrivals,non-NZ,NZ and Australian citizens,Samoa,0,0,Provisional
2018-08,2018-11,Arrivals,non-NZ,NZ and Australian citizens,Saudi Arabia,0,0,Provisional
2018-08,2018-11,Arrivals,non-NZ,NZ and Australian citizens,Singapore,0,1,Provisional
2018-08,2018-11,Arrivals,non-NZ,NZ and Australian citizens,South Africa,0,0,Provisional
2018-08,2018-11,Arrivals,non-NZ,NZ and Australian citizens,Sri Lanka,0,0,Provisional
2018-08,2018-11,Arrivals,non-NZ,NZ and Australian citizens,Sweden,0,0,Provisional
2018-08,2018-11,Arrivals,non-NZ,NZ and Australian citizens,Taiwan,0,0,Provisional
2018-08,2018-11,Arrivals,non-NZ,NZ and Australian citizens,Thailand,0,0,Provisional
2018-08,2018-11,Arrivals,non-NZ,NZ and Australian citizens,Tonga,1,1,Provisional
2018-08,2018-11,Arrivals,non-NZ,NZ and Australian citizens,TOTAL,496,40,Provisional
2018-08,2018-11,Arrivals,non-NZ,NZ and Australian citizens,United Arab Emirates,2,1,Provisional
2018-08,2018-11,Arrivals,non-NZ,NZ and Australian citizens,United Kingdom,6,2,Provisional
2018-08,2018-11,Arrivals,non-NZ,NZ and Australian citizens,United States of America,5,2,Provisional
2018-08,2018-11,Arrivals,non-NZ,NZ and Australian citizens,Vanuatu,0,1,Provisional
2018-08,2018-11,Arrivals,non-NZ,Other,Argentina,0,0,Provisional
2018-08,2018-11,Arrivals,non-NZ,Other,Australia,3,1,Provisional
2018-08,2018-11,Arrivals,non-NZ,Other,Belgium,0,0,Provisional
2018-08,2018-11,Arrivals,non-NZ,Other,Brazil,0,0,Provisional
