year_month,month_of_release,direction,citizenship,visa,country_of_residence,mean_estimate,standard_error,status
2018-07,2018-11,Arrivals,non-NZ,Other,Australia,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Other,Bangladesh,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Other,Belgium,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Other,Cambodia,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Other,Canada,3,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Other,"China, People's Republic of",2,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Other,Colombia,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Other,Ethiopia,4,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Other,Fiji,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Other,France,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Other,Guinea,2,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Other,India,2,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Other,Ireland,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Other,Italy,1,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Other,Japan,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Other,Kiribati,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Other,"Korea, Republic of",1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Other,Kuwait,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Other,Malaysia,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Other,Mozambique,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Other,Myanmar,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Other,Netherlands,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Other,New Zealand,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Other,Not Stated,16,3,Provisional
2018-07,2018-11,Arrivals,non-NZ,Other,Pakistan,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Other,Philippines,3,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Other,Russia,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Other,Samoa,2,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Other,Saudi Arabia,4,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Other,Serbia,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Other,Singapore,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Other,South Africa,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Other,Sweden,2,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Other,Syria,1,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Other,Taiwan,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Other,Thailand,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Other,Timor-Leste,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Other,Tonga,4,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,Other,TOTAL,65,10,Provisional
2018-07,2018-11,Arrivals,non-NZ,Other,United Kingdom,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Other,United States of America,6,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,Other,Vanuatu,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Other,Zimbabwe,1,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,Afghanistan,4,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,Australia,30,4,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,Austria,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,Bangladesh,1,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,Brazil,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,Cambodia,2,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,Canada,2,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,Chile,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,"China, People's Republic of",153,10,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,Cyprus,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,"Czech Republic (to Sep 2018), Czechia (from Oct 2018)",1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,Ecuador,22,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,Ethiopia,2,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,Fiji,13,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,France,1,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,Gaza Strip/Palestine/West Bank,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,Germany,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,Ghana,1,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,Hong Kong (Special Administrative Region),14,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,Hungary,2,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,India,68,5,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,Indonesia,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,Iran,9,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,Iraq,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,Ireland,2,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,Israel,1,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,Italy,1,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,Japan,5,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,Jordan,12,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,Kiribati,1,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,"Korea, Republic of",8,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,Lebanon,33,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,Macau (Special Administrative Region),2,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,Malaysia,46,3,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,Mexico,1,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,Moldova,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,Nepal,2,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,Netherlands,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,New Caledonia,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,New Zealand,2,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,Nigeria,2,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,Not Stated,377,16,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,Oman,2,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,Pakistan,2,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,Philippines,38,3,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,Poland,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,Portugal,2,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,Qatar,4,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,Romania,1,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,Russia,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,Samoa,85,5,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,Singapore,18,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,Slovakia,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,Solomon Islands,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,South Africa,27,3,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,Spain,2,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,Sri Lanka,4,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,St Kitts and Nevis,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,Sweden,2,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,Switzerland,3,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,Syria,2,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,Taiwan,5,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,Thailand,4,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,Tonga,9,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,TOTAL,1111,30,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,Tuvalu,6,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,United Arab Emirates,24,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,United Kingdom,32,3,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,United States of America,11,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,Uzbekistan,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Resident,Viet Nam,4,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Afghanistan,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Argentina,5,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Australia,11,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Austria,8,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Bahrain,1,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Bangladesh,6,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Belgium,3,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Bhutan,2,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Bolivia,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Botswana,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Brazil,39,5,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Cambodia,15,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Canada,14,3,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Chile,17,3,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,"China, People's Republic of",654,38,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Colombia,34,5,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Congo,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Costa Rica,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Croatia,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,"Czech Republic (to Sep 2018), Czechia (from Oct 2018)",0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Denmark,22,4,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Ecuador,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Egypt,4,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Estonia,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Fiji,33,3,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Finland,3,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,France,14,3,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,French Polynesia,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Georgia,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Germany,166,17,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Greece,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Guyana,1,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Hong Kong (Special Administrative Region),39,5,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Hungary,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Iceland,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,India,1078,17,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Indonesia,37,4,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Iran,15,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Ireland,4,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Israel,4,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Italy,19,4,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Japan,28,4,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Jordan,4,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Kazakhstan,5,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Kenya,2,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Kiribati,2,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,"Korea, Republic of",65,6,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Kuwait,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Laos,3,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Latvia,2,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Lebanon,1,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Luxembourg,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Macau (Special Administrative Region),1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Malaysia,64,7,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Maldives,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Mauritius,3,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Mexico,12,3,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Mongolia,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Myanmar,4,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Nauru,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Nepal,55,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Netherlands,15,3,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,New Caledonia,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,New Zealand,4,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Nigeria,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Norway,10,3,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Not Stated,797,39,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Oman,3,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Pakistan,5,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Palau,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Panama,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Papua New Guinea,5,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Peru,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Philippines,135,6,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Poland,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Qatar,8,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Romania,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Russia,24,3,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Samoa,3,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Saudi Arabia,20,3,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Singapore,18,3,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Slovakia,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Solomon Islands,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,South Africa,142,5,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Spain,4,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Sri Lanka,70,3,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,St Lucia,1,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,"Swaziland (to Sep 2018), Eswatini (from Oct 2018)",1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Sweden,11,3,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Switzerland,18,4,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Taiwan,21,3,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Thailand,71,7,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Timor-Leste,4,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Tonga,9,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,TOTAL,4123,103,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Trinidad and Tobago,1,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Turkey,2,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Tuvalu,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Uganda,1,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Ukraine,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,United Arab Emirates,15,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,United Kingdom,45,5,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,United States of America,63,7,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Uruguay,2,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Vanuatu,2,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Viet Nam,71,6,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Zambia,2,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,Student,Zimbabwe,2,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Afghanistan,9,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Algeria,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Argentina,44,5,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Australia,487,23,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Austria,17,3,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Bahamas,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Bahrain,3,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Bangladesh,19,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Belarus,3,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Belgium,9,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Belize,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Bermuda,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Bhutan,3,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Bolivia,2,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Botswana,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Brazil,84,7,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Brunei Darussalam,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Burkina Faso,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Cambodia,27,3,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Canada,88,7,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Cayman Islands,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Chile,50,5,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,"China, People's Republic of",1441,52,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Colombia,40,5,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Congo,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,"Congo, the Democratic Republic of the",1,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Cook Islands,2,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Costa Rica,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Cote d'Ivoire,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Croatia,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Cuba,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Cyprus,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,"Czech Republic (to Sep 2018), Czechia (from Oct 2018)",7,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Denmark,33,5,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Dominican Republic,1,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Ecuador,24,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Egypt,6,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Eritrea,2,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Estonia,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Ethiopia,8,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Fiji,155,9,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Finland,8,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Former Yugoslav Republic of Macedonia (FYROM),1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,France,74,7,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,French Polynesia,4,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Gaza Strip/Palestine/West Bank,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Georgia,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Germany,272,20,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Ghana,2,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Greece,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Guatemala,1,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Guinea,2,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Guyana,1,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Hong Kong (Special Administrative Region),94,6,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Hungary,4,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Iceland,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,India,1647,24,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Indonesia,62,5,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Iran,31,3,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Iraq,2,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Ireland,44,5,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Israel,12,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Italy,33,5,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Jamaica,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Japan,109,8,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Jordan,21,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Kazakhstan,6,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Kenya,4,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Kiribati,8,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,"Korea, Republic of",206,12,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Kuwait,7,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Laos,3,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Latvia,3,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Lebanon,34,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Libya,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Lithuania,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Luxembourg,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Macau (Special Administrative Region),5,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Madagascar,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Malaysia,157,9,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Maldives,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Mali,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Marshall Islands,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Mauritius,4,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Mexico,22,3,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,"Micronesia, Federated States of",1,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Moldova,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Monaco,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Mongolia,2,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Morocco,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Mozambique,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Myanmar,5,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Nauru,2,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Nepal,78,3,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Netherlands,34,5,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,New Caledonia,8,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,New Zealand,13,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Nigeria,2,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Niue,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Norfolk Island,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Norway,11,3,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Not Stated,1872,49,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Oman,5,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Pakistan,22,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Palau,0,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Panama,1,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Papua New Guinea,8,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Peru,5,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Philippines,496,14,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Poland,6,2,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Portugal,2,1,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Qatar,33,3,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Reunion,1,0,Provisional
2018-07,2018-11,Arrivals,non-NZ,TOTAL,Romania,4,1,Provisional
